date,open,high,low,close,volume,average,barCount
2023-08-10 17:15:00-04:00,1.09825,1.09845,1.0979,1.0984,-1.0,-1.0,-1
2023-08-10 18:00:00-04:00,1.0984,1.09845,1.0981,1.0983,-1.0,-1.0,-1
2023-08-10 19:00:00-04:00,1.0983,1.0985,1.09815,1.0982,-1.0,-1.0,-1
2023-08-10 20:00:00-04:00,1.0982,1.0989,1.098,1.0988,-1.0,-1.0,-1
2023-08-10 21:00:00-04:00,1.0988,1.0998,1.0987,1.09945,-1.0,-1.0,-1
2023-08-10 22:00:00-04:00,1.09945,1.09945,1.0986,1.0989,-1.0,-1.0,-1
2023-08-10 23:00:00-04:00,1.0989,1.0992,1.0986,1.0987,-1.0,-1.0,-1
2023-08-11 00:00:00-04:00,1.0987,1.09905,1.0984,1.09855,-1.0,-1.0,-1
2023-08-11 01:00:00-04:00,1.09855,1.0994,1.0984,1.09935,-1.0,-1.0,-1
2023-08-11 02:00:00-04:00,1.09935,1.10025,1.099,1.0991,-1.0,-1.0,-1
2023-08-11 03:00:00-04:00,1.0991,1.0999,1.09875,1.09925,-1.0,-1.0,-1
2023-08-11 04:00:00-04:00,1.09925,1.1003,1.099,1.09995,-1.0,-1.0,-1
2023-08-11 05:00:00-04:00,1.09995,1.10005,1.09765,1.09775,-1.0,-1.0,-1
2023-08-11 06:00:00-04:00,1.09775,1.0996,1.09765,1.0993,-1.0,-1.0,-1
2023-08-11 07:00:00-04:00,1.0993,1.10025,1.099,1.09975,-1.0,-1.0,-1
2023-08-11 08:00:00-04:00,1.09975,1.1005,1.0966,1.09685,-1.0,-1.0,-1
2023-08-11 09:00:00-04:00,1.09685,1.09815,1.0955,1.0963,-1.0,-1.0,-1
2023-08-11 10:00:00-04:00,1.0963,1.0984,1.0958,1.09725,-1.0,-1.0,-1
2023-08-11 11:00:00-04:00,1.09725,1.09755,1.0951,1.0956,-1.0,-1.0,-1
2023-08-11 12:00:00-04:00,1.0956,1.0965,1.0946,1.09465,-1.0,-1.0,-1
2023-08-11 13:00:00-04:00,1.09465,1.09555,1.0943,1.0945,-1.0,-1.0,-1
2023-08-11 14:00:00-04:00,1.0945,1.09515,1.09435,1.0951,-1.0,-1.0,-1
2023-08-11 15:00:00-04:00,1.0951,1.0951,1.09435,1.0947,-1.0,-1.0,-1
2023-08-11 16:00:00-04:00,1.0947,1.09495,1.09445,1.09475,-1.0,-1.0,-1
2023-08-13 17:15:00-04:00,1.0954,1.0955,1.09485,1.0949,-1.0,-1.0,-1
2023-08-13 18:00:00-04:00,1.0949,1.09505,1.09405,1.09425,-1.0,-1.0,-1
2023-08-13 19:00:00-04:00,1.09425,1.0945,1.0941,1.09435,-1.0,-1.0,-1
2023-08-13 20:00:00-04:00,1.09435,1.0947,1.0936,1.09375,-1.0,-1.0,-1
2023-08-13 21:00:00-04:00,1.09375,1.0941,1.0931,1.0936,-1.0,-1.0,-1
2023-08-13 22:00:00-04:00,1.0936,1.0938,1.09305,1.09305,-1.0,-1.0,-1
2023-08-13 23:00:00-04:00,1.09305,1.0934,1.09295,1.0932,-1.0,-1.0,-1
2023-08-14 00:00:00-04:00,1.0932,1.0936,1.0932,1.09355,-1.0,-1.0,-1
2023-08-14 01:00:00-04:00,1.09355,1.09405,1.09325,1.09375,-1.0,-1.0,-1
2023-08-14 02:00:00-04:00,1.09375,1.0938,1.09265,1.0932,-1.0,-1.0,-1
2023-08-14 03:00:00-04:00,1.0932,1.09565,1.09295,1.0952,-1.0,-1.0,-1
2023-08-14 04:00:00-04:00,1.0952,1.096,1.09455,1.09465,-1.0,-1.0,-1
2023-08-14 05:00:00-04:00,1.09465,1.0952,1.0942,1.09495,-1.0,-1.0,-1
2023-08-14 06:00:00-04:00,1.09495,1.09535,1.0945,1.0945,-1.0,-1.0,-1
2023-08-14 07:00:00-04:00,1.0945,1.0946,1.09365,1.0939,-1.0,-1.0,-1
2023-08-14 08:00:00-04:00,1.0939,1.0941,1.0902,1.0906,-1.0,-1.0,-1
2023-08-14 09:00:00-04:00,1.0906,1.09075,1.0875,1.08815,-1.0,-1.0,-1
2023-08-14 10:00:00-04:00,1.08815,1.09095,1.088,1.09035,-1.0,-1.0,-1
2023-08-14 11:00:00-04:00,1.09035,1.09255,1.09025,1.0921,-1.0,-1.0,-1
2023-08-14 12:00:00-04:00,1.0921,1.0936,1.092,1.09285,-1.0,-1.0,-1
2023-08-14 13:00:00-04:00,1.09285,1.09315,1.0915,1.09175,-1.0,-1.0,-1
2023-08-14 14:00:00-04:00,1.09175,1.092,1.0904,1.09045,-1.0,-1.0,-1
2023-08-14 15:00:00-04:00,1.09045,1.0913,1.0903,1.0903,-1.0,-1.0,-1
2023-08-14 16:00:00-04:00,1.0903,1.09075,1.0903,1.09055,-1.0,-1.0,-1
2023-08-14 17:15:00-04:00,1.091,1.09115,1.09045,1.09055,-1.0,-1.0,-1
2023-08-14 18:00:00-04:00,1.09055,1.09085,1.0905,1.09075,-1.0,-1.0,-1
2023-08-14 19:00:00-04:00,1.09075,1.0908,1.09045,1.0908,-1.0,-1.0,-1
2023-08-14 20:00:00-04:00,1.0908,1.09095,1.09015,1.09075,-1.0,-1.0,-1
2023-08-14 21:00:00-04:00,1.09075,1.09155,1.09005,1.091,-1.0,-1.0,-1
2023-08-14 22:00:00-04:00,1.091,1.09175,1.09075,1.09095,-1.0,-1.0,-1
2023-08-14 23:00:00-04:00,1.09095,1.09175,1.09095,1.09145,-1.0,-1.0,-1
2023-08-15 00:00:00-04:00,1.09145,1.09145,1.091,1.091,-1.0,-1.0,-1
2023-08-15 01:00:00-04:00,1.091,1.09145,1.09065,1.0912,-1.0,-1.0,-1
2023-08-15 02:00:00-04:00,1.0912,1.09265,1.091,1.09235,-1.0,-1.0,-1
2023-08-15 03:00:00-04:00,1.09235,1.09305,1.09155,1.09235,-1.0,-1.0,-1
2023-08-15 04:00:00-04:00,1.09235,1.09345,1.0918,1.0928,-1.0,-1.0,-1
2023-08-15 05:00:00-04:00,1.0928,1.0945,1.09215,1.09405,-1.0,-1.0,-1
2023-08-15 06:00:00-04:00,1.09405,1.0943,1.0933,1.0935,-1.0,-1.0,-1
2023-08-15 07:00:00-04:00,1.0935,1.0936,1.0927,1.0929,-1.0,-1.0,-1
2023-08-15 08:00:00-04:00,1.0929,1.09325,1.0897,1.0922,-1.0,-1.0,-1
2023-08-15 09:00:00-04:00,1.0922,1.09525,1.0917,1.094,-1.0,-1.0,-1
2023-08-15 10:00:00-04:00,1.094,1.09475,1.0924,1.0941,-1.0,-1.0,-1
2023-08-15 11:00:00-04:00,1.0941,1.09445,1.09235,1.0927,-1.0,-1.0,-1
2023-08-15 12:00:00-04:00,1.0927,1.09285,1.0915,1.09175,-1.0,-1.0,-1
2023-08-15 13:00:00-04:00,1.09175,1.0921,1.0916,1.09175,-1.0,-1.0,-1
2023-08-15 14:00:00-04:00,1.09175,1.09195,1.09035,1.09045,-1.0,-1.0,-1
2023-08-15 15:00:00-04:00,1.09045,1.09065,1.0899,1.0906,-1.0,-1.0,-1
2023-08-15 16:00:00-04:00,1.0906,1.0906,1.09025,1.0906,-1.0,-1.0,-1
2023-08-15 17:15:00-04:00,1.09035,1.09085,1.0903,1.09045,-1.0,-1.0,-1
2023-08-15 18:00:00-04:00,1.09045,1.09065,1.09025,1.0903,-1.0,-1.0,-1
2023-08-15 19:00:00-04:00,1.0903,1.0905,1.0902,1.0904,-1.0,-1.0,-1
2023-08-15 20:00:00-04:00,1.0904,1.09055,1.0899,1.0903,-1.0,-1.0,-1
2023-08-15 21:00:00-04:00,1.0903,1.0912,1.0899,1.0906,-1.0,-1.0,-1
2023-08-15 22:00:00-04:00,1.0906,1.0911,1.09045,1.09045,-1.0,-1.0,-1
2023-08-15 23:00:00-04:00,1.09045,1.09105,1.0904,1.09065,-1.0,-1.0,-1
2023-08-16 00:00:00-04:00,1.09065,1.09135,1.0906,1.09135,-1.0,-1.0,-1
2023-08-16 01:00:00-04:00,1.09135,1.0918,1.09115,1.0916,-1.0,-1.0,-1
2023-08-16 02:00:00-04:00,1.0916,1.0927,1.09105,1.09195,-1.0,-1.0,-1
2023-08-16 03:00:00-04:00,1.09195,1.09265,1.0917,1.09235,-1.0,-1.0,-1
2023-08-16 04:00:00-04:00,1.09235,1.09345,1.09225,1.0928,-1.0,-1.0,-1
2023-08-16 05:00:00-04:00,1.0928,1.09325,1.0921,1.09265,-1.0,-1.0,-1
2023-08-16 06:00:00-04:00,1.09265,1.0927,1.0916,1.09185,-1.0,-1.0,-1
2023-08-16 07:00:00-04:00,1.09185,1.09195,1.09065,1.09135,-1.0,-1.0,-1
2023-08-16 08:00:00-04:00,1.09135,1.0918,1.09025,1.09025,-1.0,-1.0,-1
2023-08-16 09:00:00-04:00,1.09025,1.09235,1.0896,1.0909,-1.0,-1.0,-1
2023-08-16 10:00:00-04:00,1.0909,1.09235,1.08965,1.09065,-1.0,-1.0,-1
2023-08-16 11:00:00-04:00,1.09065,1.09125,1.08965,1.0903,-1.0,-1.0,-1
2023-08-16 12:00:00-04:00,1.0903,1.0905,1.0886,1.0887,-1.0,-1.0,-1
2023-08-16 13:00:00-04:00,1.0887,1.0892,1.0884,1.0891,-1.0,-1.0,-1
2023-08-16 14:00:00-04:00,1.0891,1.09005,1.08775,1.0881,-1.0,-1.0,-1
2023-08-16 15:00:00-04:00,1.0881,1.0881,1.08715,1.08745,-1.0,-1.0,-1
2023-08-16 16:00:00-04:00,1.08745,1.088,1.08745,1.08795,-1.0,-1.0,-1
2023-08-16 17:15:00-04:00,1.08785,1.08825,1.0877,1.08825,-1.0,-1.0,-1
2023-08-16 18:00:00-04:00,1.08825,1.08835,1.08795,1.08795,-1.0,-1.0,-1
2023-08-16 19:00:00-04:00,1.08795,1.088,1.08735,1.08745,-1.0,-1.0,-1
2023-08-16 20:00:00-04:00,1.08745,1.0875,1.08665,1.08695,-1.0,-1.0,-1
2023-08-16 21:00:00-04:00,1.08695,1.08705,1.0862,1.0866,-1.0,-1.0,-1
2023-08-16 22:00:00-04:00,1.0866,1.087,1.08645,1.0866,-1.0,-1.0,-1
2023-08-16 23:00:00-04:00,1.0866,1.08685,1.0863,1.0864,-1.0,-1.0,-1
2023-08-17 00:00:00-04:00,1.0864,1.0869,1.0863,1.08685,-1.0,-1.0,-1
2023-08-17 01:00:00-04:00,1.08685,1.0874,1.08625,1.08735,-1.0,-1.0,-1
2023-08-17 02:00:00-04:00,1.08735,1.0887,1.087,1.08835,-1.0,-1.0,-1
2023-08-17 03:00:00-04:00,1.08835,1.08855,1.0875,1.08805,-1.0,-1.0,-1
2023-08-17 04:00:00-04:00,1.08805,1.0884,1.08695,1.0873,-1.0,-1.0,-1
2023-08-17 05:00:00-04:00,1.0873,1.08745,1.0864,1.0874,-1.0,-1.0,-1
2023-08-17 06:00:00-04:00,1.0874,1.0888,1.0873,1.08835,-1.0,-1.0,-1
2023-08-17 07:00:00-04:00,1.08835,1.0896,1.08815,1.08945,-1.0,-1.0,-1
2023-08-17 08:00:00-04:00,1.08945,1.09185,1.08865,1.09065,-1.0,-1.0,-1
2023-08-17 09:00:00-04:00,1.09065,1.0918,1.08975,1.08995,-1.0,-1.0,-1
2023-08-17 10:00:00-04:00,1.08995,1.09,1.08845,1.08895,-1.0,-1.0,-1
2023-08-17 11:00:00-04:00,1.08895,1.08905,1.0867,1.08735,-1.0,-1.0,-1
2023-08-17 12:00:00-04:00,1.08735,1.08895,1.08685,1.0878,-1.0,-1.0,-1
2023-08-17 13:00:00-04:00,1.0878,1.08785,1.0857,1.0861,-1.0,-1.0,-1
2023-08-17 14:00:00-04:00,1.0861,1.0863,1.08565,1.0857,-1.0,-1.0,-1
2023-08-17 15:00:00-04:00,1.0857,1.0874,1.0857,1.0872,-1.0,-1.0,-1
2023-08-17 16:00:00-04:00,1.0872,1.08735,1.087,1.08725,-1.0,-1.0,-1
2023-08-17 17:15:00-04:00,1.08675,1.08745,1.08665,1.0869,-1.0,-1.0,-1
2023-08-17 18:00:00-04:00,1.0869,1.08745,1.08685,1.08735,-1.0,-1.0,-1
2023-08-17 19:00:00-04:00,1.08735,1.08755,1.0873,1.08745,-1.0,-1.0,-1
2023-08-17 20:00:00-04:00,1.08745,1.0892,1.08715,1.08895,-1.0,-1.0,-1
2023-08-17 21:00:00-04:00,1.08895,1.08925,1.0884,1.0891,-1.0,-1.0,-1
2023-08-17 22:00:00-04:00,1.0891,1.0894,1.0887,1.08885,-1.0,-1.0,-1
2023-08-17 23:00:00-04:00,1.08885,1.0889,1.08825,1.0886,-1.0,-1.0,-1
2023-08-18 00:00:00-04:00,1.0886,1.0888,1.08805,1.08825,-1.0,-1.0,-1
2023-08-18 01:00:00-04:00,1.08825,1.0885,1.0876,1.0883,-1.0,-1.0,-1
2023-08-18 02:00:00-04:00,1.0883,1.08875,1.0871,1.0872,-1.0,-1.0,-1
2023-08-18 03:00:00-04:00,1.0872,1.0878,1.08645,1.0873,-1.0,-1.0,-1
2023-08-18 04:00:00-04:00,1.0873,1.0877,1.0864,1.08675,-1.0,-1.0,-1
2023-08-18 05:00:00-04:00,1.08675,1.0873,1.08625,1.08685,-1.0,-1.0,-1
2023-08-18 06:00:00-04:00,1.08685,1.08765,1.0862,1.0863,-1.0,-1.0,-1
2023-08-18 07:00:00-04:00,1.0863,1.0871,1.08605,1.0863,-1.0,-1.0,-1
2023-08-18 08:00:00-04:00,1.0863,1.08675,1.0845,1.08555,-1.0,-1.0,-1
2023-08-18 09:00:00-04:00,1.08555,1.08765,1.0853,1.0871,-1.0,-1.0,-1
2023-08-18 10:00:00-04:00,1.0871,1.08815,1.08675,1.0872,-1.0,-1.0,-1
2023-08-18 11:00:00-04:00,1.0872,1.08795,1.0869,1.08745,-1.0,-1.0,-1
2023-08-18 12:00:00-04:00,1.08745,1.08755,1.0868,1.0873,-1.0,-1.0,-1
2023-08-18 13:00:00-04:00,1.0873,1.08815,1.08685,1.08795,-1.0,-1.0,-1
2023-08-18 14:00:00-04:00,1.08795,1.08805,1.0874,1.0878,-1.0,-1.0,-1
2023-08-18 15:00:00-04:00,1.0878,1.0879,1.0872,1.08725,-1.0,-1.0,-1
2023-08-18 16:00:00-04:00,1.08725,1.08745,1.08685,1.0873,-1.0,-1.0,-1
2023-08-20 17:15:00-04:00,1.08725,1.08765,1.0872,1.08765,-1.0,-1.0,-1
2023-08-20 18:00:00-04:00,1.08765,1.08785,1.08735,1.0874,-1.0,-1.0,-1
2023-08-20 19:00:00-04:00,1.0874,1.08755,1.08715,1.0875,-1.0,-1.0,-1
2023-08-20 20:00:00-04:00,1.0875,1.08845,1.08745,1.088,-1.0,-1.0,-1
2023-08-20 21:00:00-04:00,1.088,1.088,1.08695,1.08735,-1.0,-1.0,-1
2023-08-20 22:00:00-04:00,1.08735,1.0884,1.087,1.08815,-1.0,-1.0,-1
2023-08-20 23:00:00-04:00,1.08815,1.0883,1.0879,1.08805,-1.0,-1.0,-1
2023-08-21 00:00:00-04:00,1.08805,1.0883,1.08785,1.0881,-1.0,-1.0,-1
2023-08-21 01:00:00-04:00,1.0881,1.08875,1.08785,1.08815,-1.0,-1.0,-1
2023-08-21 02:00:00-04:00,1.08815,1.08825,1.0873,1.08775,-1.0,-1.0,-1
2023-08-21 03:00:00-04:00,1.08775,1.0889,1.08725,1.0889,-1.0,-1.0,-1
2023-08-21 04:00:00-04:00,1.0889,1.089,1.08825,1.0886,-1.0,-1.0,-1
2023-08-21 05:00:00-04:00,1.0886,1.0905,1.08855,1.09015,-1.0,-1.0,-1
2023-08-21 06:00:00-04:00,1.09015,1.09045,1.0892,1.0899,-1.0,-1.0,-1
2023-08-21 07:00:00-04:00,1.0899,1.0914,1.0898,1.09095,-1.0,-1.0,-1
2023-08-21 08:00:00-04:00,1.09095,1.0913,1.0894,1.08985,-1.0,-1.0,-1
2023-08-21 09:00:00-04:00,1.08985,1.09005,1.08805,1.0887,-1.0,-1.0,-1
2023-08-21 10:00:00-04:00,1.0887,1.08905,1.08755,1.08875,-1.0,-1.0,-1
2023-08-21 11:00:00-04:00,1.08875,1.08925,1.0882,1.0888,-1.0,-1.0,-1
2023-08-21 12:00:00-04:00,1.0888,1.09045,1.08875,1.09015,-1.0,-1.0,-1
2023-08-21 13:00:00-04:00,1.09015,1.09035,1.08965,1.08995,-1.0,-1.0,-1
2023-08-21 14:00:00-04:00,1.08995,1.0903,1.08975,1.08985,-1.0,-1.0,-1
2023-08-21 15:00:00-04:00,1.08985,1.0902,1.08945,1.0896,-1.0,-1.0,-1
2023-08-21 16:00:00-04:00,1.0896,1.08965,1.0893,1.0896,-1.0,-1.0,-1
2023-08-21 17:15:00-04:00,1.08955,1.0897,1.0892,1.08965,-1.0,-1.0,-1
2023-08-21 18:00:00-04:00,1.08965,1.0898,1.0895,1.0896,-1.0,-1.0,-1
2023-08-21 19:00:00-04:00,1.0896,1.09015,1.0896,1.08975,-1.0,-1.0,-1
2023-08-21 20:00:00-04:00,1.08975,1.09005,1.08935,1.09005,-1.0,-1.0,-1
2023-08-21 21:00:00-04:00,1.09005,1.091,1.0898,1.09065,-1.0,-1.0,-1
2023-08-21 22:00:00-04:00,1.09065,1.0913,1.09065,1.0908,-1.0,-1.0,-1
2023-08-21 23:00:00-04:00,1.0908,1.0916,1.0906,1.0915,-1.0,-1.0,-1
2023-08-22 00:00:00-04:00,1.0915,1.0917,1.0909,1.09095,-1.0,-1.0,-1
2023-08-22 01:00:00-04:00,1.09095,1.0914,1.09045,1.09055,-1.0,-1.0,-1
2023-08-22 02:00:00-04:00,1.09055,1.0921,1.09055,1.0918,-1.0,-1.0,-1
2023-08-22 03:00:00-04:00,1.0918,1.09305,1.09175,1.09255,-1.0,-1.0,-1
2023-08-22 04:00:00-04:00,1.09255,1.09285,1.0907,1.091,-1.0,-1.0,-1
2023-08-22 05:00:00-04:00,1.091,1.09125,1.08985,1.0907,-1.0,-1.0,-1
2023-08-22 06:00:00-04:00,1.0907,1.091,1.08855,1.08865,-1.0,-1.0,-1
2023-08-22 07:00:00-04:00,1.08865,1.0891,1.08805,1.0885,-1.0,-1.0,-1
2023-08-22 08:00:00-04:00,1.0885,1.0891,1.0865,1.0866,-1.0,-1.0,-1
2023-08-22 09:00:00-04:00,1.0866,1.0871,1.0841,1.0844,-1.0,-1.0,-1
2023-08-22 10:00:00-04:00,1.0844,1.0854,1.0833,1.0851,-1.0,-1.0,-1
2023-08-22 11:00:00-04:00,1.0851,1.0856,1.08445,1.08455,-1.0,-1.0,-1
2023-08-22 12:00:00-04:00,1.08455,1.0851,1.0845,1.08495,-1.0,-1.0,-1
2023-08-22 13:00:00-04:00,1.08495,1.0855,1.08475,1.08525,-1.0,-1.0,-1
2023-08-22 14:00:00-04:00,1.08525,1.08555,1.08505,1.08525,-1.0,-1.0,-1
2023-08-22 15:00:00-04:00,1.08525,1.08525,1.08435,1.0846,-1.0,-1.0,-1
2023-08-22 16:00:00-04:00,1.0846,1.0849,1.08455,1.08455,-1.0,-1.0,-1
2023-08-22 17:15:00-04:00,1.0844,1.0847,1.0843,1.08455,-1.0,-1.0,-1
2023-08-22 18:00:00-04:00,1.08455,1.0848,1.0845,1.0846,-1.0,-1.0,-1
2023-08-22 19:00:00-04:00,1.0846,1.0848,1.0846,1.08465,-1.0,-1.0,-1
2023-08-22 20:00:00-04:00,1.08465,1.08535,1.0846,1.0847,-1.0,-1.0,-1
2023-08-22 21:00:00-04:00,1.0847,1.08565,1.08445,1.0855,-1.0,-1.0,-1
2023-08-22 22:00:00-04:00,1.0855,1.08575,1.08525,1.08545,-1.0,-1.0,-1
2023-08-22 23:00:00-04:00,1.08545,1.08595,1.0852,1.08575,-1.0,-1.0,-1
2023-08-23 00:00:00-04:00,1.08575,1.0861,1.0855,1.08605,-1.0,-1.0,-1
2023-08-23 01:00:00-04:00,1.08605,1.08635,1.08585,1.08625,-1.0,-1.0,-1
2023-08-23 02:00:00-04:00,1.08625,1.08645,1.0852,1.08615,-1.0,-1.0,-1
2023-08-23 03:00:00-04:00,1.08615,1.08715,1.0812,1.0818,-1.0,-1.0,-1
2023-08-23 04:00:00-04:00,1.0818,1.08305,1.08155,1.0819,-1.0,-1.0,-1
2023-08-23 05:00:00-04:00,1.0819,1.08205,1.08085,1.081,-1.0,-1.0,-1
2023-08-23 06:00:00-04:00,1.081,1.0812,1.08055,1.08075,-1.0,-1.0,-1
2023-08-23 07:00:00-04:00,1.08075,1.08185,1.0804,1.08115,-1.0,-1.0,-1
2023-08-23 08:00:00-04:00,1.08115,1.0813,1.08025,1.08045,-1.0,-1.0,-1
2023-08-23 09:00:00-04:00,1.08045,1.0845,1.08035,1.0838,-1.0,-1.0,-1
2023-08-23 10:00:00-04:00,1.0838,1.0854,1.0835,1.08455,-1.0,-1.0,-1
2023-08-23 11:00:00-04:00,1.08455,1.0863,1.08445,1.08615,-1.0,-1.0,-1
2023-08-23 12:00:00-04:00,1.08615,1.08685,1.0856,1.0863,-1.0,-1.0,-1
2023-08-23 13:00:00-04:00,1.0863,1.087,1.086,1.08645,-1.0,-1.0,-1
2023-08-23 14:00:00-04:00,1.08645,1.0865,1.0856,1.08585,-1.0,-1.0,-1
2023-08-23 15:00:00-04:00,1.08585,1.08665,1.08585,1.0864,-1.0,-1.0,-1
2023-08-23 16:00:00-04:00,1.0864,1.0866,1.0861,1.0863,-1.0,-1.0,-1
2023-08-23 17:15:00-04:00,1.08665,1.08665,1.08615,1.08625,-1.0,-1.0,-1
2023-08-23 18:00:00-04:00,1.08625,1.08675,1.0862,1.08645,-1.0,-1.0,-1
2023-08-23 19:00:00-04:00,1.08645,1.0866,1.0861,1.08655,-1.0,-1.0,-1
2023-08-23 20:00:00-04:00,1.08655,1.08755,1.08635,1.087,-1.0,-1.0,-1
2023-08-23 21:00:00-04:00,1.087,1.087,1.08585,1.0861,-1.0,-1.0,-1
2023-08-23 22:00:00-04:00,1.0861,1.08675,1.08585,1.0865,-1.0,-1.0,-1
2023-08-23 23:00:00-04:00,1.0865,1.0871,1.0863,1.0866,-1.0,-1.0,-1
2023-08-24 00:00:00-04:00,1.0866,1.087,1.0864,1.087,-1.0,-1.0,-1
2023-08-24 01:00:00-04:00,1.087,1.0877,1.0869,1.0871,-1.0,-1.0,-1
2023-08-24 02:00:00-04:00,1.0871,1.08735,1.08565,1.0857,-1.0,-1.0,-1
2023-08-24 03:00:00-04:00,1.0857,1.08605,1.0852,1.08565,-1.0,-1.0,-1
2023-08-24 04:00:00-04:00,1.08565,1.08645,1.0855,1.0862,-1.0,-1.0,-1
2023-08-24 05:00:00-04:00,1.0862,1.08635,1.08465,1.08485,-1.0,-1.0,-1
2023-08-24 06:00:00-04:00,1.08485,1.08565,1.08465,1.08545,-1.0,-1.0,-1
2023-08-24 07:00:00-04:00,1.08545,1.08585,1.08415,1.0842,-1.0,-1.0,-1
2023-08-24 08:00:00-04:00,1.0842,1.0844,1.08145,1.0821,-1.0,-1.0,-1
2023-08-24 09:00:00-04:00,1.0821,1.0844,1.08205,1.08425,-1.0,-1.0,-1
2023-08-24 10:00:00-04:00,1.08425,1.0849,1.0835,1.08395,-1.0,-1.0,-1
